LSR_GOODS_CD,LSR_GOODS_NM,CSTMR_INQRY_CTTPLC_DC
74341,"[경기 용인] 에버랜드 화,수,목 종일이용권 (21/8/4~9/2)",* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74343,[여수] 여수예술랜드 리조트 (8/15~8/28),* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)   - (야놀자 고객센터로 문의 시 국내숙소(1)가 아닌 레저티켓(2)으로 문의 부탁드립니다.)
74344,[제주 서귀포] 제주민속촌 귀몽아일랜드,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74345,[제주] 멍포레스트,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74346,[경기 용인] 캐리비안베이 오후권(A1)(~8/31),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74347,[서울 송파] 롯데월드 어드벤처 연간회원권 그린권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74348,[용인] 에버랜드 오후권(A3) (방문날짜 지정) (7/29~9/2),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74349,[남산] N서울타워 연간멤버쉽 (유효기간~2022/08/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74351,[서울 송파] 롯데월드 어드벤처 중화루PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74352,[서울 송파] 서울스카이 주야권 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74353,[특가★][서울 송파] 롯데월드 어드벤처+서울스카이 After4 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74354,[대구 달서] 이월드 83타워 전망대&아이스링크 PKG 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74356,[서울 송파] 롯데월드 어드벤처 8월 : 회전목마 인생사진 패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74357,[서울 송파] 롯데월드 어드벤처 종합이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74358,[서울 송파] 롯데월드 어드벤처 + 로티얼굴풍선 헤어밴드 패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74359,[서울 송파] 롯데월드 어드벤처 8월 : 포토패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74360,[서울 잠실] 서울스카이 8월,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
74367,[서울 송파] 서울스카이 스카이브릿지 투어 8월,* 문의전화 : 1644-1346 (야놀자 고객센터)    * 상담시간 : 09:00~19:00 (연중무휴)
74368,[충남 천안] 천안 오션어드벤처 종일권 굿즈 특가,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74369,[전남 화순] 금호리조트 아쿠아나 이용권 비수기시즌,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74370,[제주 애월] 아르떼뮤지엄 제주,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74371,[경기 수원] 아쿠아플라넷 광교 + 덕평 공룡 수목원 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74372,[제주 서귀포] 제주 빛의벙커 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74374,[충남 태안] 태안별주부마을 갯벌체험,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74375,[전국] 펀토리하우스 5개점,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74382,[경기 수원] 아쿠아플라넷 광교 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74383,[★단독특가] 휘닉스평창 블루캐니언 블루 TOP 시즌이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74384,[경기 수원] 아쿠아플라넷 광교 입장권+별빛정원 우주 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74385,[경북] 경주월드 8월 자유이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74540,[특가] 키자니아 서울/부산 어린이 체험테마파크 (8월),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74541,[경주] 산내 국민힐링워터파크 (취사가능),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74542,[★특가] 가평 빠지 수상레저 TOP3,• 문의전화 : 1644-1346 (야놀자고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74543,[인기상품★] 롯데월드 어드벤처 (~9/3),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74544,[경남 김해] 롯데워터파크 골드시즌  8월 1차특가★ (~8/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74546,[여수] 여수예술랜드 리조트 (~2022/04/30),* 문의전화 : 1644-1346 (야놀자 고객센터) * 상담시간 : 09:00~19:00 (연중무휴)   - (야놀자 고객센터로 문의 시 국내숙소(1)가 아닌 레저티켓(2)으로 문의 부탁드립니다.)
74547,[경기 용인] 캐리비안베이 골드 종일이용권(방문날짜지정) (~8/22),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74548,[충남 예산] 덕산 스플라스 리솜 성수기 웰컴백&식음 패키지(~8/22),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74549,[경기 포천] 루지월드 입장권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74550,[대구] 아이니테마파크 연간 하프권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74552,[★특가] 일산 아쿠아플라넷 (~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74553,[대구 달서] 이월드 스카이점프 이용권 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74554,[경기 여주] 여주투어패스+여주시 수상센터 PKG,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74557,[강원] 웰리힐리파크 여름시즌 PKG 상시,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74558,[★특가] 캠프통 포레스트,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74559,[★특가] 에버랜드 종일이용권(~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74560,[★특가] 가평 캠프통 아일랜드,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74561,[특가★] 캐리비안베이 골드 종일권(방문날짜지정)(~8/22),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74563,[경북 경주] ★특가★ 경주월드 종일/오후권 8월 특가(~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74564,[경북 경주] ★특가★ 경주월드 커플권 8월 특가(~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74565,[경북 경주] 엑스포대공원+자동차박물관 즐길거리 패키지,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74566,[경북 문경] 문경 인디라이브 펍 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74567,[제주] M 1971 요트투어/ 돌고래 에코투어,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74568,"[요기요] 5,000원 할인권",* (주)야놀자  * 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
74569,"[요기요] 10,000원 할인권",* (주)야놀자  * 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
74570,"[요기요] 15,000원 할인권",* (주)야놀자  * 고객센터 : 1644-1346   * 운영시간 : 09:00 ~ 19:00 (연중무휴)
74571,[제주] 제주 아쿠아플라넷 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74572,[경기 과천] 서울랜드 AFTER2 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74573,[경기 과천] 서울랜드 종일 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74574,[경기 과천] 서울랜드 어린이 종일 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74575,[경기 과천] 서울랜드 AFTER6 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74576,[경기 과천] 서울랜드 AFTER4 파크이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74577,[경기 포천] 포천 투어패스 특가,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74626,[충북 증평] 블랙스톤 벨포레 미니골프(~10/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74627,[강원 속초] 강원투어패스 속초해수욕장 (~8/28),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74628,[강원 춘천] 강원투어패스 춘천 제이드가든 PKG,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74629,[강원 동해] 동해투어패스 망상해수욕장,• 문의전화 : 1644-1346 (레저큐 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74630,[강원 고성] 강원투어패스 고성 봉수대해수욕장 (~8/23),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74631,[강원 고성] 강원투어패스 봉수대해수욕장 호핑투어,• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74632,[경남 김해] 롯데워터파크 골드시즌  8월 2차특가★ (~8/16),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74814,[강원 홍천] 비발디파크 오션월드 상시 (~10/31),* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
74815,[강원 홍천] 비발디파크 오션월드 종일권 특가,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
74816,[용인] 에버랜드 종일이용권 (방문날짜 지정) 특가(~9/2),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74817,[충북] 블렉스톤 벨포레 미니골프(~8/31)★특가★,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74821,[경기 남양주] 카라반 라운지 2696,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74822,[특가★][경기 용인] 캐리비안베이 오후권(A1) (~8/31),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74823,[특가★][경기 용인]  캐리비안베이 오후권(A1)+자켓 (~8/31),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74826,[강원] 웰리힐리파크 워터플래닛 골드시즌+하이시즌 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74828,[서울 송파] 롯데월드 아쿠아리움 연간이용권 8월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74829,[경북 경주] 한복대여 한복나드리,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74830,[대구 달서] 이월드 자유이용권 특가 (-09/30),* 고객센터 : 1599-8370 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74833,[용인] 로만바스 평일 온천이용권(8/17~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74834,[용인] 로만바스 워터파크+온천+찜질패키지(8/17~8/29),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74898,[경북 안동] ★단독 특가★ 임하호 유일 빠지 아쿠아수상레저,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74911,[하남] 아쿠아필드 워터파크 하남점 (~09/30),* 문의전화 : 1599-8370(야놀자 고객만족실) * 상담시간 : 09:00~19:00
74912,[경기 용인] ★특가★캐리비안베이 골드 종일이용권 (~8/31),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74913,[김해] 롯데워터파크 하이시즌 이용권 (08/17~08/29),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74914,[제주] 전동킥보드 자유여행 성산 감성 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74915,[제주] 전동킥보드 자유여행 애월 감성 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74916,[하남] 아쿠아필드 찜질스파 하남점 (~09/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74917,[제주] 전동킥보드 자유여행 제주 시티 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74918,[부산] 벡스코 상상체험 키즈월드 특가★,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74919,[경남 통영] 디피랑 + 스카이라인 루지(3회권) pkg,* 문의전화 : 1599-8370(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74920,[제주] 전동킥보드 자유여행 공항 스팟 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74921,[★특가] 에버랜드 종일이용권(~8/31),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74922,[경기 고양] 아쿠아필드 찜질스파 고양점 (~09/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74923,[제주] 전동킥보드 자유여행 김녕 프라이빗 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74924,[제주] 전동킥보드 자유여행 종달 힐링 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74925,[경기 고양] 아쿠아필드 루프탑풀 고양점(~9/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74926,[경북] 군위투어패스 48시간권,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74927,[제주] 전동킥보드 자유여행 신창 이색 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74928,[제주] 전동킥보드 자유여행 대정 낭만 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74929,[경기 안성] 아쿠아필드 찜질스파 안성점 (~9/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74930,[경기 안성] 아쿠아필드 워터파크 안성점 (~9/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74931,[경기 과천] 서울랜드 AFTER2 오후권 특가,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74932,[강원 평창] 오션 700 종일권/오후권 비수기(8/16-12/17),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74933,[경기 하남] 아쿠아필드 하남 복합권 (~9/30),* 문의전화 : 1599-8370(야놀자 고객만족실) * 상담시간 : 09:00~19:00
74934,[부산] 송도해상케이블카+요트홀릭,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74935,[경기 남양주] 어린이 수상스키 클래스 모집 드림웨이브,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74936,[경기 고양] 아쿠아필드 고양점 복합권 (8/17~9/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74937,[경기 안성] 아쿠아필드 안성점 복합권 (~9/30),• 문의전화 : 1644-1346 (야놀자 고객센터) • 상담시간 : 09:00~19:00 (연중무휴)
74939,[경기 포천] 신북온천 스프링폴 자유이용권+어메이징파크 과학관 패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74947,[경북 경주] 경주여행 가이드 투어,* 업체명 : ㈜야놀자 * 문의전화 : 1644-1346(야놀자 고객센터) * 상담시간 : 09:00 ~ 19:00
74952,[김해] 롯데워터파크 로우시즌 이용권 (08/17~08/29),* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
74955,[군위] 삼국유사 테마파크 해룡슬라이드&화랑승마장 패키지,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
75101,[부산]요트홀릭+뮤지엄원 이용권,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 18:00 (연중무휴)
75102,[경기 하남] 하남 쥬라리움 실내 동물원,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
75103,[경기 과천] 서울대공원 리프트+서울동물원 입장권 PKG,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
75104,[강원 홍천] 비발디파크 오션월드 야놀자 단독 특가,* 업체명 : (주)야놀자 * 문의전화 : 1599-8370(09:00-18:00)
75107,[대구 달서] 이월드 자유이용권 (~9/30),* 고객센터 : 1599-8370 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
75108,[여수] 미남크루즈 해상/야경/불꽃 투어 9월,* 고객센터 : 1644-1346 (야놀자) * 상담시간 : 09:00 ~ 19:00 (연중무휴)
