LSR_GOODS_CD,LSR_GOODS_NM,RFN_POLICY_DC
82625,[칠곡] 가산수피아 봄시즌 입장권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82626,[경북] 청도 군파크 익스트림 루지 이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82627,[파주] 헤이리마을 트릭아트뮤지엄,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82628,[경주] 엑스포대공원+키덜트뮤지엄 주간 패키지,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82629,[부산] 벡스코 상상체험 키즈월드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82630,[통영] 오션브리즈 요트투어,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82631,[제주] 웨딩카페 나비인,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82632,[경주] 키덜트뮤지엄+정글의법칙 미디어 아트 PKG,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82633,[세종] 공룡월드 이용권 (워킹공룡쇼+쥬라기파크),* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82634,[경기 파주] 아스카박물관+사파리테마파크 PKG,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82635,[대구] 엑스코 상상체험 키즈월드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82636,[제주] 중문승마공원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82637,[경주] 365일 힐링파크 엑스포대공원 이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82638,[제주] 킬링스페이스 실내스크린사격,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82639,[파주] 아스카 게임박물관,• 유효기간 내 취소/환불 가능 • 미사용 티켓 100% 환불가능 • 사용한 티켓 환불 불가 • 중복 할인 적용 불가
82640,[진주] 윌리코키 키즈카페,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82641,[파주] 이연호 마술쇼 or 사파리체험 이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82642,[진주] 피어리스 미디어 아트뮤지엄,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82643,[파주] 잇츠콜라박물관,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82644,[순천] 예술의성 테마파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82645,[경주] 엑스포대공원+자동차박물관 즐길거리 패키지,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82646,[경주] 황리단 스쿠터 자전거대여 EV샵,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82647,[평택] 헬로마이디노 키즈카페,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82648,[제주] 성산포유람선 & 우도선상낚시,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82649,[경기 용인] 액트몬 용인,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82650,[오늘은 공룡DAY] 아산 공룡월드+세종 공룡월드 패키지,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82651,[경주] 정글의 법칙 미디어파크(셀프 포토존 오픈),* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82652,[제주 서귀포] 제주민속촌,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82653,[서울 서초] 서래마을 휴리재,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82655,[경주] 황리단길 신라 대여점,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82656,[경주] 키덜트뮤지엄+자동차박물관 패키지,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82657,[경주] 바니베어 뮤지엄,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82658,[천안] 오션어드벤처 인근 사랑티켓 렌탈샵,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82659,[청주] 오창 더키즈랜드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82660,[문경] 에코랄라 입장권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82661,[경기] 화성 덕우낚시터,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82662,[군위] 삼국유사 테마파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82663,[경남 거제] 거제파노라마케이블카+거제삼성호텔 패키지,"* 취소/환불은 구매하신 쇼핑몰에서 접수하시면, 사용여부 확인후 취소/환불처리 됩니다. * 미사용확인 및 취소는 접수일로부터 2~3일 정도 소요됩니다. * 사용하신 티켓은 환불불가합니다. * 본 상품은 패키지상품으로 1곳이라도 사용 시 부분환불 불가하오니 유의하시기 바랍니다.   * ※ 거제삼성호텔 취소 환불 규정   - [비수기(성수기 외 기간)]   - 숙박 예정일 1일 전 18시까지 까지는 위약금 없이 취소 및 변경됩니다.   - 숙박 예정일 당일 취소 및 변경 시, 최초 1박 요금의 80%가 위약금으로 부과됩니다.   - 노쇼(No-Show) 시, 최초 1박 요금의 100%가 위약금으로 부과됩니다.     - [성수기(7월~8월)]   - 숙박 예정일 2일 전 18시까지는 위약금 없이 취소 및 변경됩니다.   - 숙박 예정일 1일 전 취소 및 변경 시, 최초 1박 요금의 20%가 위약금으로 부과됩니다.   - 숙박 예정일 당일 취소 및 변경 시, 최초 1박 요금의 80%가 위약금으로 부과 됩니다.   - 노쇼(No-Show) 시, 최초 1박 요금의 100%가 위약금으로 부과됩니다."
82664,[대구] 아이니 키즈 시티랜드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82665,[여주] 주주팜 동물체험농장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82666,[경남 거제] 거제케이블카+도장포유람선(외도),"* 취소/환불은 구매하신 쇼핑몰에서 접수하시면, 사용여부 확인후 취소/환불처리 됩니다. * 미사용확인 및 취소는 접수일로부터 2~3일 정도 소요됩니다. * 사용하신 티켓은 환불불가합니다. * 본상품은 패키지상품으로 1곳이라도 사용시 부분환불이 불가하오니 유의하시기 바랍니다.   * ※ 도장포유람선 취소 환불 규정   - 승선일 2일전 17시까지 취소 시 : 전액환불   - 승선일 1일전 17시까지 취소 시 : 70% 환불   - 승선일 1일전 17시 이후~승선 당일 : 환불불가   - 예약 후 즉시 취소하는 경우에도 위 규정대로 환불이 진행되오니 유의하시기 바랍니다."
82667,[남해] 노랑 고카트&카라반,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82668,[경남 부산] 아쿠아펠리스 워터파크&온천 사우나,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82669,[경남 거제] 거제케이블카+와현유람선(외도),"* 취소/환불은 구매하신 쇼핑몰에서 접수하시면, 사용여부 확인후 취소/환불처리 됩니다. * 미사용확인 및 취소는 접수일로부터 2~3일 정도 소요됩니다. * 사용하신 티켓은 환불불가합니다. * 본상품은 패키지상품으로 1곳이라도 사용시 부분환불이 불가하오니 유의하시기 바랍니다. * 와현유람선 예약일 전일 17시까지 취소 시 전체 환불가능하며 이후 취소, 환불 불가합니다."
82670,[김포] 최초 동물원 몬스터리움,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82671,[대구] 아이니테마파크+아이니 키즈 시티랜드,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82672,[제주 구좌] 김녕 왕발통,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82673,[대구]네이처파크+아쿠아리움 패키지이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82675,[제주] 여미지 식물원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82677,[전북 부안] 오션플레이 변산 종일권 봄철 특가,* 미사용 시 100%환불 * 부분사용 후 부분취소/환불불가 * 사용 후 취소/환불 절대 불가
82678,[제주] 초콜릿박물관,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82679,[제주 서귀포] 레트로보이즈 보드게임 카페,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82680,[전남 여수] 아쿠아플라넷 여수 체험 패키지,"* 취소/환불은 구매하신 쇼핑몰에서 접수하시면, 사용여부 확인후 취소/환불처리 됩니다. * 미사용확인 및 취소는 접수일로부터 2~3일 정도 소요됩니다. * 사용하신 티켓은 환불불가합니다. * 본상품은 패키지상품으로 1곳이라도 사용시 부분환불이 불가하오니 유의하시기 바랍니다."
82681,[제주] 더마파크 공연 카트 승마 동물원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82684,[제주] 노아 요트투어 단독대절,* 당일환불불가 / 1일전 50% 환불 / 2일전 70% 환불 / 3일전 100% 환불 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82685,[김해] 장유스파랜드 이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82686,[부산] 닥터메포츠 사우나&헬스,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82687,[제주] 삼다초콜릿체험장,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82688,[제주] 고흐의 정원,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82689,[경기 과천] 서울랜드 AFTER 6,* 미사용티켓 100% 환불 가능
82690,[제주] 뉴저지카페 이용권,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82691,[경기 과천] 서울랜드 AFTER 6 특가,* 미사용티켓 100% 환불 가능
82692,[제주 대정] 송악카트,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82693,[부산] 해운대 아쿠아리움X서면 런닝맨 부산점,"* 전체 미사용 시 100% 환불(*구매일 기준 1개월 이내) * 하나의 시설이라도 이용한 경우, 취소 및 환불 불가"
82694,[부산] 해운대 아쿠아리움x센텀 뮤지엄원,"* 전체 미사용 시 100% 환불(*구매일 기준 1개월 이내) * 하나의 시설이라도 이용한 경우, 취소 및 환불 불가"
82695,[부산] 뮤지엄원+런닝맨,"* 전체 미사용 시 100% 환불(*구매일 기준 1개월 이내) * 하나의 시설이라도 이용한 경우, 취소 및 환불 불가"
82696,[제주] 중문미로파크,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
82697,[제주 안덕] 신화월드 락볼링장 아이존 액트,* 유효기간 내 취소/환불 가능 * 미사용 티켓 100% 환불가능 * 사용한 티켓 환불 불가 * 중복 할인 적용 불가
