LSR_GOODS_CD,LSR_GOODS_NM,FCLTY_TEL_NO
37582,[부산 해운대] SEA LIFE 부산아쿠아리움 ★9월특가,051-740-1700
37583,[부산 해운대] SEA LIFE 부산아쿠아리움 ★ 9월 해피타임,051-740-1700
37586,[경기 가평] 가평 짚라인★,1588-5219
37589,[대구 달성] 스파밸리 미들시즌,1688-8511
37594,[경기 가평] 가평 별비치 워터파크 온수시즌 9월,031-581-4999
37599,[경북 문경] 문경 짚라인★,1588-5219
37600,[서울 용산] 블루스퀘어 인터파크 VR ★바캉스 특가,1544-1591
37601,[경기 용인] 용인 짚라인★,1588-5219
37602,[충북 충주] 충주 짚라인★,1588-5219
37604,[제주 중문] 비바제트보트,1544-2988
37605,[제주 구좌] 로봇스퀘어 : 이색전시체험관,064-783-0825
37606,[서울 동대문] 라뜰리에,1522-7327
37607,[제주 애월] 테지움 제주 : 테디베어 사파리,064-799-4820
37608,[제주 구좌] 워터서커스,064-782-7870
37609,[제주 구좌] 메이즈랜드,064-784-3838
37610,[제주 중문] 소인국 테마파크,064-794-5400
37612,[서울 잠실] 롯데월드 아쿠아리움 8월,1661-2000
37613,[부산 금정] 코코몽 키즈랜드 부산대점,051-509-7391
37615,[서울 송파] 코코몽 키즈랜드 송파점,02-2157-5718
37616,[서울 잠실] 롯데월드 아쿠아리움 + 펍앤그릴 패키지 8월,1661-2000
37617,[경기 수원] 코코몽 키즈랜드 수원터미널점,031-8065-3682
37618,[서울 잠실] 롯데월드 아쿠아리움 + T단기데이터 1일권,1661-2000
37619,[전남 순천] 코코몽 키즈랜드 순천점,061-720-5870
37620,[대구 달성] 네이처파크 종일권,1688-8511
37621,[대구 달성] 네이처파크 오후권,1688-8511
37622,[경북 경주] 경주 레저 카트,010-2582-0600
37623,[경남 양산] 에덴벨리 카트레이싱,055-379-8161
37624,[경기 안산] 코코몽 키즈랜드 안산점,031-8085-1962
37625,[경북 경산] 팔공산 갓바위 워터피아 이용권,053-852-8800
37627,[경기 김포] 피싱파크 진산각,070-7835-6200
37629,[서울 잠실] 롯데월드 자유이용권,1661-2000
37630,[서울 잠실] 롯데월드 패밀리 자유이용권,1661-2000
37631,[서울 잠실] 롯데월드 자유이용권 + TGIF 식사 패키지,1661-2000
37632,[서울 잠실] 롯데월드 자유이용권 + 햄버거,1661-2000
37633,[인천 남동] 코코몽 키즈랜드 인천점,032-430-5915
37634,[경기 용인] 에버랜드종일권 + 1만원 식사할인권무료,031-320-5000
37635,[경기 평택] 코코몽 키즈랜드 평택점,031-692-3866
37636,[서울 고척] 랩비트페스티벌 2018 ★임팩트 특가 (9/3~9/9),02-6012-7135
37637,[서울 잠실] 롯데월드 자유이용권 + VR 체험,1661-2000
37640,[경기 용인] 에버랜드 이용권 + 스낵 (닭꼬치/츄러스) 무료,031-320-5000
37644,[경북 청도] 청도 용암온천+빛축제 패키지,054-371-5500
37645,[대구 수성] 코코몽 키즈랜드 동아수성점,053-780-1977
37646,[경북 청도] 청도 용암온천 숙박+빛축제 패키지,054-371-5500
37648,[충북 제천] 리솜 해브나인 힐링스파,043-649-6011
37649,[전북 전주] 한옥마을 호텔 MOMENT 708,063-277-8730
37650,[경기 수원] 코코몽 키즈랜드 동수원점,031-231-6956
37651,[대전 중구] 코코몽 키즈랜드 대전 중앙로점,042-718-2445
37652,[광주 북구] 코코몽 키즈랜드 광주역점,062-510-7760
37653,[서울 잠실] 롯데월드 자유이용권,1661-2000
37654,[서울 잠실] 롯데월드 자유이용권,1661-2000
37655,[서울 잠실] 롯데월드 자유이용권,1661-2000
37656,[경기 용인]에버랜드 할로윈축제 종일/오후이용권 ★임팩트 특가 (9/1~9/2),031-320-5000
37657,[서울 홍대] 러브뮤지엄 ★핫딜특가,02-3144-7740
37660,[부산 부산진구] 삼정더파크 주간권,051-811-8800
37661,[경기 용인]에버랜드종일권 + 1만원 식사할인권무료 ★임팩트 특가 (9/3~9/5),031-320-5000
37685,[경기 가평] 레저캠프 + 쁘띠프랑스 패키지,031-584-7782
37686,[경기 부천] 웅진플레이도시 워터파크 로우시즌 이용권,1577-5773
37687,[전북 전주] 인터파크 VR NEW OPEN!,063-277-7008
37688,[서울 잠실] 롯데월드 아쿠아리움 7월,1661-2000
37689,[서울 을지로] 그레뱅뮤지엄 입장권 패키지★핫딜특가,02-777-4700
37690,[부산 해운대] 힐스파 : 사우나&찜질방,051-743-5705
37691,[제주 서귀포] 제주워터월드 사우나,064-739-1930
37692,[제주 조천] 캐릭파크,064-784-6565
37693,[제주 안덕] 하늘여행 행글라이더,064-794-0822
37694,[제주 애월] 화조원 : 조류동물원,064-799-9988
37695,[제주 서귀포] 쇠소깍배낚시 : 블루마린호,010-9098-6626
37696,[제주 서귀포] 워터월드 워터파크,064-739-1930
37697,[서울 동대문] 라뜰리에,1522-7327
37706,[경기 여주] 썬밸리 워터파크 종일권 10월~12월,031-880-3871
37708,[충남 아산] 피나클랜드 가을상품,041-534-2580
37710,[서울 광진] 쥬티클럽 한강에서 즐기는 선셋카약 ★핫딜특가,02-444-8229
37711,[대전 유성] 인생사진관 2 ★2주년 특가,1544-1657
37721,[경북 청도]프로방스 빛축제 2인권 + 숙박 패키지 ★임팩트 딜,054-371-5500
37724,[서울 중구] 뮤지컬 판타스틱,02-3143-5959
37725,[경기 이천] 테르메덴 온천수 워터파크&스파 : 추계시즌,031-645-2000
37740,[충남 아산] 파라다이스 스파 도고 : ★즉시할인!,041-537-7100
37741,[광주 북구] 볼러스 레인,062-571-0925
37742,[광주 북구] 룰루랄라 롤러스케이트장,062-573-5155
37743,[제주 서귀포] 공룡휴게소박물관,064-784-8338
37744,[제주 서귀포] 월드제트보트,0647842337
37745,[제주 서귀포] 이상한나라의앨리스 : 이색체험전시,064-794-4700
37749,[경북 청도] 청도 용암온천+빛축제 패키지,054-371-5500
37755,[경기 과천]서울랜드 자유이용권★가족/커플 다인권,02-509-6000
37756,[경북 청도] 청도 용암온천+빛축제 패키지,054-371-5500
37762,[강원 강릉] 경포 아쿠아리움 10월,033-645-7887
37766,[서울 강남] 나만의 감성 네온사인 만들기 : 강남점,010-4290-2735
37776,[경북 구미] 금오랜드,054-451-8500
37777,[강원 원주] 미스터힐링 원주점,033-747-0788
37778,[서울 성동] 서울숲 르누아르展 여인의향기 : ★임팩트딜,02-540-0329
37782,[춘천/가평] 춘천 / 가평 투어패스 선택형,031-580-8114
37783,[서울 수유] 화이트힐링 : 카페,02-999-9990
37785,[경북 문경] 석탄박물관,054-550-6424
37787,[대구 동구] 용의기사 몬카트,070-7204-7000
37791,[경북 경주] 팡팡 키즈런 페스티벌,070-7204-7000
37794,[충남 태안] 2018 태안 국화&빅토리아 축제 : 얼리버드,041-673-5533
37795,[경기 가평] 나인포레스트 이화원,031-582-3061
37804,[춘천/가평] 춘천/가평 투어패스 : 남이섬+강촌/가평레일파크,031-580-8114
37805,[춘천/가평] 춘천/가평 투어패스 : 남이섬+아침고요수목원,031-580-8114
37807,[춘천/가평] 춘천/가평 투어패스: 제이드가든+강촌/가평레일파크,031-580-8114
37808,[춘천/가평] 춘천/가평 투어패스 : 제이드가든+애니메이션박물관,031-580-8114
37809,[춘천/가평] 춘천/가평 투어패스 : 강촌/가평레일파크+애니매이션박물관,031-580-8114
37812,[대구 달성] 스파밸리 미들시즌 3/4인 종일권,1688-8511
37813,[경기 포천] 신북온천 자유이용권,031-536-5025
37830,[부산 해운대] SEA LIFE 부산아쿠아리움 ★ 9월 가을맞이 할인,051-740-1700
37833,[서울 종로] 한국자전거나라의 경복궁투어★핫딜,010-9835-0234
37834,[서울 용산] 로메로브리토 한국 특별전★핫딜,02-6373-3365
37836,[서울 삼성] 코엑스 아쿠아리움 9월 ★ 임팩트딜,02-700-7200
37838,[제주 중문] 2018 제주청춘뮤직페스티벌 ★ 핫딜특가,1544-3460
37840,[경기 안양] 엔젤하우스 : 베이비 카페 + 수영★핫딜,031-421-8983
37869,[서울 대학로]안나라수마나라 : 웹툰이 연극으로,070-8600-8342
37870,[경북 대구] 이월드 자유이용권/패키지,053-620-0001
37872,[경기 용인] 에버랜드 얼리버드 특가 (~10/31),031-320-5000
37874,[제주 제주시] 러브랜드 : 이색전시,064-712-6988
37875,[제주 안덕] 항공우주박물관 : 이색박물관,064-800-2000
37876,[제주 안덕] 헬로키티 아일랜드,064-792-6114
37877,[제주 안덕] 세계자동차+피아노박물관 : 이색전시회,064-792-3000
37878,[제주 안덕] 피규어뮤지엄 : 이색전시,064-792-2011
37879,[제주 서귀포] 퍼시픽 리솜 마린스테이지 공연,064-738-2888
37880,[제주 서귀포] 상효원 :제주최대 식물원,064-733-2200
37881,[제주 성산] 우도 잠수함 : 잠수함체험,064-784-2333
37882,[제주 서귀포] 중문카트,064-738-8585
37883,[제주 서귀포] 건강과 성 박물관,064-792-5700
37884,[제주 서귀포] 제주아리랑 낙타트래킹,064-787-2256
37885,[제주 제주시] 넥슨컴퓨터박물관 : 이색박물관,064-745-1994
37886,[제주 서귀포] 베니스랜드 테마파크,064-784-6566
37887,[제주 서귀포시] 제주도 왕발통 송악산점,064-792-3009
37888,[제주 서귀포] 제주오션파크,064-784-6462
37889,[제주 구좌] 제주바다체험장,064-784-5757
37890,[제주 서귀포] 서광 승마장,064-794-5220
37901,[강원 평창 ] 평창 알펜시아 18/19 시즌 ★특가 시즌권,033-339-0000
37902,[경기 용인] 에버랜드종일이용권+츄러스PKG ★카카오내비 특가,031-320-5000
37914,"[강원 춘천] 엘리시안 강촌 시즌권 ★특가 2차(전일,주중)",033-260-2000
37915,"[강원 춘천] 엘리시안 강촌 시즌권 ★특가 2차(심야,야심)",033-260-2000
37927,[강원 평창] 휘닉스평창 시즌권 2차 ★특가,1588-2828
37928,[강원 홍천] 대명 비발디파크 18/19 스키월드 시즌권 1차,1588-4888
37932,[서울 대학로] 연극 술래잡기,070-8600-8342
37933,[서울 종로] 연극 조각,070-8600-8342
37934,[서울 전주 경주] 한복남 & 한복나드리★추석 핫딜,
37936,[서울 을지로] 그레뱅뮤지엄 입장권 패키지★핫딜특가,02-777-4700
37939,[서울 종로] 죽어야 사는 남자,
37944,[경기 과천] 서울랜드 자유이용권 ★ 임팩트딜,02-509-6000
37957,[제주 서귀포] 마라도잠수함,064-794-0200
37958,[제주 서귀포] 서귀포 잠수함,064-732-6060
37959,[서울 종로] 코믹 락뮤지컬 프리즌,02-1661-3124
37960,[경북 영주]소백산 풍기 온천리조트,054-604-1700
37961,[경기 오산] 오마이쥬,031-378-6678
37962,[제주 조천] 제라진 오프로드,070-8880-3900
37974,[전남 광양] 와인동굴,061-794-7788
37975,[전남 여수] 여수해상케이블카 + 광양 와인동굴,02-2202-3435
37976,[전남 여수] 여수해상케이블카 + 스카이플라이,02-2202-3435
37977,[전남 여수] 여수해상케이블카 + 엑스포카트,02-2202-3435
37978,[전남 여수] 엑스포 카트,061-6682-3361
37979,[전남 여수] 엑스포 스카이플라이 왕복권,061-666-2626
37980,[전남 여수] 해상케이블카,02-2202-3435
37981,[전북 전주] 한옥 레일바이크,063-273-7788
37982,[경기 과천] 서울대공원 리프트 + 서울동물원 입장권 패키지,02-500-7335
37987,[부산 수영] 아쿠아펠리스 워터파크 불꽃축제,051-790-2300
37988,[서울 여의도] 아쿠아플라넷 63/63아트,02-780-6382
38004,"[경남 김해]롯데워터파크 하이시즌 :★ 추석특가, 3회이용권 6,000원 / 4회이용권 8,000원 즉시할인 ★",1599-8370
38018,[제주] 올뉴모닝 (휘발유) 2014년형 : 자차보험 포함,
38019,[제주] 레이 2015년형(금연/휘발유) : 자차보험 포함,064-749-6100
38020,[제주] 소형SUV 코나 2018년형 (금연/휘발유) : 자차보험 포함,
38021,[제주] 아반떼MD 2011~15년형(LPG/휘발유) 랜덤배정 : 자차보험 포함,
38022,[제주] 아반떼AD/i30/올뉴K3 (휘발유) 2016~2017년형 랜덤배정 : 자차보험 포함,
38023,[제주] K5 2011~13년형(LPG) 랜덤배정 : 자차보험 포함,
38024,[경기 고양] 심신프리카페,070-7787-0181
38025,[제주] LF소나타&NEW K5 2015~16년형(금연/LPG) 랜덤배정 : 자차보험 포함,064-749-6100
38026,[제주] 스타렉스 12인승 (경유) 2010~11년형 : 자차보험 포함,064-749-6100
38027,"[제주] 올 뉴카니발 9인승,11인승(금연/경유) 2014~17년형 (랜덤배정) : 자차보험 포함",
38028,[서울 마포] 루소주얼리 : 반지만들기 체험,02-333-7891
38030,[인천 부평] 루소주얼리 반지만들기,032-505-7891
38050,[강원 정선] 하이원 SKIPASS 18/19 시즌권,1588-7789
38054,[강원 정선] 하이원 SKIPASS 18/19 시즌권+워터월드 패키지,1588-7789
38055,[강원 영월] 동강시스타 힐링스파 주말/공휴일 이용권,033-905-2000
38057,[경기 양평] 양평투어패스 ★카카오내비 특가,031-774-3114
38058,[충남 태안] 태안투어패스 ★카카오내비 특가 (이용 최소 1일전 구매),041-675-3636
38059,[충북] 힐링투어패스 ★카카오내비 특가,043-421-0015
38060,[전북] 전북투어패스 ★카카오내비 특가,1599-8732
38061,[춘천/가평] 북한강 레인보우 투어패스 BIG 2 ★카카오내비 특가,031-580-8114
38062,[대구 달서] 이월드 자유이용권 ★카카오내비 특가,053-620-0001
38063,[전북 부안] 흥겨워라~ 한가위 민속놀이 마당(부안영상테마파크),1899-0040
38064,[제주 제주시] 제주 캠프 VR,064-748-9998
38073,[서울 홍대] ESC : 방탈출카페,02-336-8287
38082,[서울 여의도] 아쿠아플라넷 63,02-780-6382
38083,[전남 여수] 여수 아쿠아플라넷☆아쿠아리움,061-660-1111
38085,[경기 고양] 배다골 테마파크,031-970-6330
38106,[강원 춘천] 강촌 ATV 북청레저,033-261-2697
38108,[경기 이천] 테르메덴 온천수 워터파크&스파 : 추계시즌★핫딜특가,031-645-2000
38113,[서울 강남] 라마다서울호텔 스파플러스,02-6202-2020
38121,[경기 부천] 부천 캠프 VR,032-322-7651
38137,[제주 서귀포] 중문미로공원,010-2691-0666
38139,[제주 서귀포] 조랑말 타운,064-787-8008
38140,[제주 서귀포] 소인국 테마파크 & 앨리스인투더레빗홀 전시 입장권,064-794-5400
38143,[제주 서귀포] 노리매 테마공원,064-792-8211
38144,[제주 서귀포] 가파도 여객선,064-794-5490
38155,[강원 평창 ] 평창 알펜시아 18/19 시즌 ★특가 시즌권,033-339-0000
38167,[경북 경주] 프로방스 빛축제,1899-1165
38174,[대구 달성] 네이처파크 종일권,1688-8511
38176,[경기 오산] 동물의 숲,031-377-4441
38177,[서울 남산] N서울타워 전망대 ★카카오내비 특가,02-3455-9277
38179,[충남 태안] 태안투어패스 BIG3 ★ 추석 핫딜 (구매 다음 날 이용 가능),041-675-3636
38180,[전북] 전북투어패스+한옥마을1일권 ★추석 핫딜,1599-8732
38181,[경기 부천] 플레이아쿠아리움 연간회원권,032-326-9500
38182,[대구 달성] 네이처파크 하프 연간회원권,1688-8511
38186,[경기 부천] 플레이아쿠아리움 입장권,032-326-9500
38190,[부산] 키자니아 어린이 체험테마파크,
38199,[얼리버드] 할로윈 패션 페스티벌 2018 F/W,
38200,[경기 이천] 미란다호텔 스파플러스 추석맞이 이벤트!,031-639-5000
38206,[강원 춘천] 애니메이션 박물관 + 토이로봇관 통합권,033-245-6470
38207,[경기 용인] 에버랜드 종일권 + 헤어밴드 패키지(~10/31),031-320-5000
38208,[경기 용인] 에버랜드종일권+레드&그릴식음권(~10/09),031-320-5000
38209,[경기 이천] 미란다 스파플러스,031-639-5000
38210,[경기 용인] 에버랜드 얼리버드 특가 (~10/31),031-320-5000
38211,[서울 홍대] 놀숲 홍대입구점 : 프리미엄 만화카페,02-336-1705
38212,[서울 홍대] 놀숲 : 만화카페,02-337-6588
38213,[경기 수원] 놀숲 : 프리미엄 만화카페,031-242-6588
38214,[강원 평창] 휘닉스평창 블루캐니언 세트권,1588-2828
38215,[강원 평창] 휘닉스평창 블루캐니언 종일권,1588-2828
38216,[평창/원주] 평창 알펜시아+한솔 오크밸리+오션700 통합시즌권,033-339-0000
38219,[여수/제주] 한일고속훼리 : 여수↔제주 승선권,02-535-2106
38226,"[강원 춘천] 엘리시안 강촌 18/19 시즌권 ★특가 3차(전일,주중)",033-260-2000
38227,"[강원 춘천] 엘리시안 강촌 시즌권 ★특가 3차(심야,야심)",033-260-2000
38241,[충남 천안] 너티차일드 천안점 10월,041-566-1823
38242,[경기 용인] 너티차일드 용인점 10월,031-229-3374
